--------------------------------------------------------------------------------
        UniProt - Swiss-Prot Protein Knowledgebase
        SIB Swiss Institute of Bioinformatics; Geneva, Switzerland
        European Bioinformatics Institute (EBI); Hinxton, United Kingdom
        Protein Information Resource (PIR); Washington DC, USA
--------------------------------------------------------------------------------

Description: Translation initiation factors: list of entries
Name:        initfact.txt
IF3_CERS4   (O33567)     
IF3_CHLCH   (Q3APW0)     
IF3_CHLCV   (Q822B2)     
IF3_CHLL2   (B3EEC0)     
IF3_CHLL3   (Q3B6L9)     
IF3_CHLMU   (Q9PL86)     
IF3_CHLP8   (B3QRM3)     
IF3_CHLPB   (B3EKG8)     
IF3_CHLPD   (A1BJB3)     
IF3_CHLPM   (A4SCK3)     
IF3_CHLPN   (Q9Z6R9)     
IF3_CHLTE   (Q8KAM9)     
IF3_CHLTR   (O84840)     
IF3_CHRVO   (Q7NYC5)     
IF3_CLOAB   (Q97GK5)     
IF3_CLOPE   (Q8XJ67)     
IF3_CLOTE   (Q891T1)     
IF3_COREF   (Q8FTQ2)     
IF3_CORGB   (A4QDY1)     
IF3_CORGL   (Q8NQP8)     
IF3_COXBU   (Q83C11)     
IF3_DEIDV   (C1D0V9)     
IF3_DEIGD   (Q1IY80)     
IF3_DEIRA   (Q9RSN7)     
IF3_DESVH   (Q728R6)     
IF3_DESVM   (B8DPN1)     
IF3_DESVV   (A1VBB5)     
IF3_ECO27   (B7USA1)     
IF3_ECO57   (P0A709)     
IF3_ECOBW   (C4ZYI0)     
IF3_ECOL6   (P0A708)     
IF3_ECOLC   (B1IPL0)     
IF3_ECOLI   (P0A707)     
IF3_EHRCR   (Q2GI91)     
IF3_EHRRG   (Q5FGP0)     
IF3_EHRRW   (Q5H9Z3)     
IF3_ELUMP   (B2KB83)     
IF3_ENDTX   (B1GZU2)     
IF3_ENTFA   (Q837C9)     
IF3_FUSNN   (Q8R5Y3)     
IF3_GEOMG   (Q39VS8)     
IF3_GEOSE   (P03000)     
IF3_GEOSL   (Q74D03)     
IF3_GLOVI   (Q7NJS6)     
IF3_HAEDU   (Q7VKS0)     
IF3_HAEIN   (P43814)     
IF3_HALH5   (Q9K867)     
IF3_HAMD5   (C4K777)     
IF3_HELHP   (Q7VJ08)     
IF3_HELPJ   (Q9ZMV2)     
IF3_HELPY   (P55973)     
IF3_HYPNA   (Q0C535)     
IF3_IDILO   (Q5QYN5)     
IF3_KLEPN   (P33318)     
IF3_LACJO   (Q74IC4)     
IF3_LACLA   (Q9CEJ7)     
IF3_LACPL   (Q88WU8)     
IF3_LEGPA   (Q5X1H4)     
IF3_LEGPL   (Q5WT83)     
IF3_LEPBA   (B0SCH4)     
IF3_LEPBJ   (Q04U56)     
IF3_LEPBL   (Q04ZG9)     
IF3_LEPBP   (B0SKZ7)     
IF3_LEPIC   (Q72PK8)     
IF3_LEPIN   (Q8F6Q9)     
IF3_LISIN   (P0A3L2)     
IF3_LISMF   (Q71YN3)     
IF3_LISMO   (P0A3L1)     
IF3_MACCJ   (B9E784)     
IF3_MESFL   (Q6F1S8)     
IF3_METC4   (B7KV98)     
IF3_METI4   (B3DYI1)     
IF3_METPB   (B1ZGB8)     
IF3_METRJ   (B1M6P9)     
IF3_METS4   (B0UP34)     
IF3_MICAN   (B0JKQ1)     
IF3_MYCBO   (P65136)     
IF3_MYCCT   (Q2SSS1)     
IF3_MYCFE   (Q05426)     
IF3_MYCGE   (P47438)     
IF3_MYCLE   (Q9CC22)     
IF3_MYCMS   (Q6MU22)     
IF3_MYCPN   (P78024)     
IF3_MYCPU   (Q98QV2)     
IF3_MYCTO   (P9WKJ8)     
IF3_MYCTU   (P9WKJ9)     
IF3_MYXXA   (P48516)     
IF3_MYXXD   (Q1DES4)     
IF3_NAUPA   (B9L5U8)     
IF3_NEIG1   (Q5F9U3)     
IF3_NEIMA   (P65137)     
IF3_NEIMB   (P65138)     
IF3_NEIMF   (A1KSY3)     
IF3_NITSB   (A6Q167)     
IF3_NOSP7   (B2IY66)     
IF3B_NOSS1  (Q8YUH8)     
IF3_NOSS1   (Q8YNE3)     
IF3_OCEIH   (Q8EPF5)     
IF3_PARD8   (A6L9S3)     
IF3_PARL1   (A7HPJ7)     
IF3_PARMW   (Q7UA08)     
IF3_PASMU   (Q9CN42)     
IF3_PECAS   (Q6D4G9)     
IF3_PECCP   (C6DFY7)     
IF3_PHEZH   (B4R9C1)     
IF3_PHOV8   (A6L7J6)     
IF3_PORG3   (B2RJD7)     
IF3_PORGI   (Q7MVQ6)     
IF3_PROA2   (B4S3D1)     
IF3_PROHU   (P33319)     
IF3_PROM0   (A3PFC5)     
IF3_PROM1   (A2C586)     
IF3_PROM2   (A8G7E2)     
IF3_PROM3   (A2C600)     
IF3_PROM4   (A9BD81)     
IF3_PROM5   (A2BZ21)     
IF3_PROM9   (Q318A5)     
IF3_PROMA   (Q7V9N2)     
IF3_PROMH   (B4ETK7)     
IF3_PROMM   (Q7TV76)     
IF3_PROMP   (Q7TU24)     
IF3_PROMS   (A2BTL8)     
IF3_PROMT   (Q46IH3)     
IF3_PSEAE   (Q9I0A0)     
IF3_PSEE4   (Q1IC14)     
IF3_PSEF5   (Q4KEW3)     
IF3_PSEFS   (C3JZN6)     
IF3_PSEP1   (A5W5E0)     
IF3_PSEPG   (B0KKR7)     
IF3_PSEPH   (Q9X6E7)     
IF3_PSEPK   (Q88K26)     
IF3_PSEPW   (B1J6U5)     
IF3_PSESM   (P0A132)     
IF3_PSESY   (P0A133)     
IF3_PSET1   (Q3IL80)     
IF3_RALN1   (Q8XZ28)     
IF3_RHILO   (Q98CP5)     
IF3_RHILW   (B5ZXR7)     
IF3_RHIME   (Q92ST3)     
IF3_RHOBA   (Q7UJ17)     
IF3_RICCN   (Q92HK6)     
IF3_RICFE   (Q4ULG2)     
IF3_RICPR   (Q9ZD19)     
IF3_RICTY   (Q68WK5)     
IF3_RIPO1   (B7JYL4)     
IF3_RUEPO   (Q5LQ58)     
IF3_SALPA   (Q5PH88)     
IF3_SALTI   (Q8Z6I3)     
IF3_SALTY   (P33321)     
IF3_SERMA   (P33320)     
IF3_SHEB2   (B8EES7)     
IF3_SHEB8   (A6WNH1)     
IF3_SHEON   (Q8EER8)     
IF3_SHEWM   (B1KG60)     
IF3_SHIFL   (Q83L38)     
IF3_SHOC1   (Q5WEI6)     
IF3_SOLUE   (Q02D92)     
IF3_SORC5   (A9F8E5)     
IF3_STAA3   (Q2FG56)     
IF3_STAA8   (Q2FXP9)     
IF3_STAAB   (Q2YTA9)     
IF3_STAAC   (Q5HF92)     
IF3_STAAE   (A6QHL4)     
IF3_STAAM   (P65139)     
IF3_STAAN   (P65140)     
IF3_STAAR   (Q6GG25)     
IF3_STAAS   (Q6G8P5)     
IF3_STAAW   (P65141)     
IF3_STACT   (B9DNC6)     
IF3_STAEQ   (Q5HNM3)     
IF3_STAES   (Q8CS75)     
IF3_STAS1   (Q49YB2)     
IF3_STRA1   (Q3K0C8)     
IF3_STRA3   (P65142)     
IF3_STRA5   (P65143)     
IF3_STRAW   (Q828D2)     
IF3_STRCO   (O88060)     
IF3_STRE4   (C0M8S9)     
IF3_STREM   (B4U2J9)     
IF3_STRMU   (Q8DV22)     
IF3_STRP1   (P65146)     
IF3_STRP2   (Q04KW9)     
IF3_STRP3   (P0DB86)     
IF3_STRP4   (B5E478)     
IF3_STRP6   (Q5XCU2)     
IF3_STRP7   (C1C6T6)     
IF3_STRP8   (P65148)     
IF3_STRPB   (Q1JCH2)     
IF3_STRPC   (Q1JMF0)     
IF3_STRPD   (Q1JHJ7)     
IF3_STRPF   (Q1J7B8)     
IF3_STRPG   (A2RF84)     
IF3_STRPI   (B1IBB9)     
IF3_STRPJ   (B8ZP56)     
IF3_STRPM   (Q48U94)     
IF3_STRPN   (P65144)     
IF3_STRPQ   (P0DB87)     
IF3_STRPZ   (B5XKT8)     
IF3_STRR6   (P65145)     
IF3_STRS7   (C0MGM0)     
IF3_STRT1   (Q5LZL7)     
IF3_STRT2   (Q5M470)     
IF3_STRTD   (Q03KI9)     
IF3_STRU0   (B9DU40)     
IF3_STRZJ   (C1CDV4)     
IF3_STRZP   (C1CK40)     
IF3_STRZT   (C1CRU1)     
IF3_SULDN   (Q30UI3)     
IF3_SYNP2   (B1XM04)     
IF3_SYNPW   (A5GI06)     
IF3_SYNR3   (A5GQ34)     
IF3_SYNS3   (Q0IDZ5)     
IF3_SYNS9   (Q3B0M2)     
IF3_SYNSC   (Q3ANG8)     
IF3_SYNY3   (P72874)     
IF3_THEMA   (Q9X1S6)     
IF3_THET2   (Q9ACJ8)     
IF3_THET8   (Q5SKU2)     
IF3_THETH   (Q70YI5)     
IF3_THEVB   (Q8DIG8)     
IF3_TREPA   (O83822)     
IF3_TREPS   (B2S488)     
IF3_TRIV2   (Q3MBH6)     
IF3_TROW8   (Q83HH0)     
IF3_TROWT   (Q83GT2)     
IF3_UREPA   (Q9PQR4)     
IF3_VIBCH   (O68844)     
IF3_WIGBR   (Q8D3B9)     
IF3_WOLSU   (Q7M9L9)     
IF3_XANAC   (Q8PJE2)     
IF3_XANCP   (Q8P7Z3)     
IF3_XANP2   (A7IGN8)     
IF3_XYLFA   (Q9PFE1)     
IF3_XYLFT   (Q87AB3)     
IF3_YERE8   (A1JMK2)     
IF3_YERP3   (A7FHG2)     
IF3_YERPE   (Q8ZDW6)     
IF3_YERPS   (Q669Z1)     
IF3_ZYMMO   (Q5NL80)     

IF32_ARATH  (O82234)     
IF34_ARATH  (Q94B52)     
IF3C_CYACA  (Q9TLX8)     
IF3C_CYAM1  (Q85G77)     
IF3C_EUGGR  (P36177)     
IF3C_GALSU  (Q9MS97)     
IF3C_GRATL  (Q6B8N5)     
IF3C_NEOYE  (Q1XDQ6)     
IF3C_PORPU  (P51231)     

IF31_ARATH  (Q6NLP2)     
IF3M_BOVIN  (Q32KZ1)     
IF3M_HUMAN  (Q9H2K0)     
IF3M_MOUSE  (Q9CZD5)     
IF3M_SCHPO  (Q76PC7)     


***********************
* II) Eukaryotic-type *
***********************

Note: also found in archaebacteria.

======================
eIF1A (eIF-1A; eIF-4C)
======================

IF1A_DICDI  (Q54YJ6)     
IF1AX_HUMAN (P47813)     
IF1AY_HUMAN (O14602)     
IF1AX_MOUSE (Q8BMJ3)     
IF1A_MOUSE  (Q60872)     
IF1A_ONOVI  (P56331)     
IF1AY_PANTR (Q6GVM3)     
IF1AX_PONAB (Q5RA42)     
IF1A_RABIT  (P47814)     
IF1A_RAT    (Q6VV72)     
IF1A_SCHPO  (P55877)     
IF1A_WHEAT  (P47815)     
IF1A_YEAST  (P38912)     

IF1A_AERPE  (P57676)     
IF1A_ARCFU  (O29481)     
IF1A_DESA1  (B8D5N1)     
IF1A_HALMA  (Q5UZM2)     
IF1A_HALS3  (B0R7D8)     
IF1A1_HALSA (Q9HN64)     
IF1A2_HALSA (Q9HP87)     
IF1A1_HALWD (Q18EX1)     
IF1A2_HALWD (Q18JF4)     
IF1A_META3  (A6UUK8)     
IF1A1_METAC (Q8TSA3)     
IF1A2_METAC (Q8TR33)     
IF1A3_METAC (Q8TR31)     
IF1A1_METBF (Q469J2)     
IF1A2_METBF (Q469I9)     
IF1A_METBU  (Q12YN5)     
IF1A_METJA  (Q57887)     
IF1A_METKA  (Q8TXZ3)     
IF1A_METLZ  (A2STQ8)     
IF1A_METM5  (A4FYM5)     
IF1A_METM6  (A9A6C2)     
IF1A_METM7  (A6VJQ7)     
IF1A1_METMA (Q8PVF1)     
IF1A2_METMA (Q8PUJ8)     
IF1A_METMP  (Q6LZM1)     
IF1A_METS5  (A4YEH8)     
IF1A_METST  (Q2NEP1)     
IF1A_METTH  (O27085)     
IF1A_NATPD  (Q3IT14)     
IF1A_PICTO  (Q6L2G4)     
IF1A_PYRAB  (Q9V138)     
IF1A_PYRAE  (Q8ZXV9)     
IF1A_PYRFU  (Q8U0K5)     
IF1A_PYRHO  (O59280)     
IF1A_SACS2  (Q97W62)     
IF1A_SULAC  (Q4JA54)     
IF1A_SULIA  (C3N0P1)     
IF1A_SULIK  (C4KK84)     
IF1A_SULIL  (C3MK60)     
IF1A_SULIM  (C3MU29)     
IF1A_SULIN  (C3NMA0)     
IF1A_SULIY  (C3N8M9)     
IF1A_SULTO  (Q974Z9)     
IF1A_THEAC  (Q03590)     
IF1A_THEKO  (Q5JH78)     
IF1A_THEVO  (Q979F7)     


========================
eIF2-alpha (eIF-2 alpha)
========================

IF2AH_ARATH (Q9SIZ2)     
IF2A_ARATH  (Q9FE78)     
IF2A_BOVIN  (P68102)     
IF2A_CHICK  (Q5ZLX2)     
IF2A_DICDI  (Q869N9)     
IF2A_DROME  (P41374)     
IF2A_HUMAN  (P05198)     
IF2A_MOUSE  (Q6ZWX6)     
IF2A_PIG    (P20460)     
IF2A_PLABA  (A0A509AJP9) 
IF2A_PLAF7  (Q8IBH7)     
IF2A_PONAB  (Q5R493)     
IF2A_RABIT  (P83268)     
IF2A_RAT    (P68101)     
IF2A_SCHPO  (P56286)     
IF2A_XENLA  (Q7ZTK4)     
IF2A_XENTR  (Q6GL89)     
IF2A_YEAST  (P20459)     

IF2A_AERPE  (Q9YF02)     
IF2A_ARCFU  (O29723)     
IF2A_HALMA  (Q5UX22)     
IF2A_HALS3  (B0R3M0)     
IF2A_HALSA  (Q9HRT8)     
IF2A_HYPBU  (A2BN93)     
IF2A_METJA  (Q57581)     
IF2A_METKA  (Q8TY86)     
IF2A_METS3  (A5UMB0)     
IF2A_METST  (Q2NE59)     
IF2A_METTH  (O27363)     
IF2A_PYRAB  (Q9V0E4)     
IF2A_PYRAE  (Q8ZTY5)     
IF2A_PYRFU  (Q8U1R5)     
IF2A_PYRHO  (O58655)     
IF2A_SACS2  (Q97Z79)     
IF2A_STAMF  (A3DM89)     
IF2A_SULIA  (C3N545)     
IF2A_SULIK  (C4KGP8)     
IF2A_SULIL  (C3MPG3)     
IF2A_SULIM  (C3MYF1)     
IF2A_SULIN  (C3NI08)     
IF2A_SULIY  (C3NDP3)     
IF2A_SULTO  (Q973G0)     
IF2A_THEAC  (Q9HIX3)     
IF2A_THEGJ  (C5A4Z9)     
IF2A_THEKO  (Q5JE49)     
IF2A_THEON  (B6YT35)     
IF2A_THEVO  (Q97BP2)     


======================
eIF2-beta (eIF-2 beta)
======================

IF2B_AERPE  (Q9YBR6)     
IF2B_ARCFU  (O27958)     
IF2B_HALMA  (Q5V323)     
IF2B_HALS3  (B0R583)     
IF2B_HALSA  (Q9HQ97)     
IF2B_META3  (A6UX55)     
IF2B_METAC  (Q8TU91)     
IF2B_METB6  (A7I5J0)     
IF2B_METJA  (Q57562)     
IF2B_METKA  (Q8TWR5)     
IF2B_METLZ  (A2SSW2)     
IF2B_METM5  (A4FZP0)     
IF2B_METM6  (A9A7T1)     
IF2B_METM7  (A6VIT7)     
IF2B_METMA  (Q8PWV1)     
IF2B_METMJ  (A3CXJ3)     
IF2B_METMP  (Q6M0H3)     
IF2B_METS3  (A5UKI8)     
IF2B_METS5  (A4YEI1)     
IF2B_METST  (Q2NHD9)     
IF2B_METTH  (O27797)     
IF2B_METTP  (A0B5K5)     
IF2B_METVS  (A6URT3)     
IF2B_NANEQ  (Q74M98)     
IF2B_NATPD  (Q3INQ4)     
IF2B_PICTO  (Q6L0E6)     
IF2B_PYRAB  (Q9UYR6)     
IF2B_PYRAE  (Q8ZXA6)     
IF2B_PYRAR  (A4WI40)     
IF2B_PYRCJ  (A3MUE4)     
IF2B_PYRFU  (Q8U3I5)     
IF2B_PYRHO  (O58312)     
IF2B_PYRIL  (A1RUG4)     
IF2B_PYRNV  (B1YCG8)     
IF2B_SACS2  (Q97W59)     
IF2B_STAMF  (A3DNI8)     
IF2B_SULAC  (Q4JA57)     
IF2B_SULIA  (C3N120)     
IF2B_SULIK  (C4KK87)     
IF2B_SULIL  (C3MK63)     
IF2B_SULIM  (C3MU32)     
IF2B_SULIN  (C3NMA3)     
IF2B_SULIY  (C3N8N2)     
IF2B_SULTO  (Q974Z6)     
IF2B_THEAC  (Q9HKJ3)     
IF2B_THEGJ  (C5A2A8)     
IF2B_THEKO  (Q5JIT0)     
IF2B_THEPD  (A1RX59)     
IF2B_THEVO  (Q97B05)     


========================
eIF2-gamma (eIF-2 gamma)
========================

IF2GL_HUMAN (Q2VIR3)     
IF2H_MOUSE  (Q9Z0N2)     
IF2H_RAT    (C9WPN6)     

IF2G_AERPE  (Q9Y9C1)     
IF2G_ARCFU  (O29663)     
IF2G_HALLT  (B9LSM6)     
IF2G_HALMA  (Q5UYS2)     
IF2G_HALS3  (B0R6Y7)     
IF2G_HALSA  (Q9HNK9)     
IF2G_HALWD  (Q18KI6)     
IF2G_META3  (A6UTL4)     
IF2G_METAC  (Q8TJT7)     
IF2G_METJA  (Q58657)     
IF2G_METKA  (Q8TVE5)     
IF2G_METM5  (A4FWW9)     
IF2G_METM6  (A9AAA4)     
IF2G_METM7  (A6VGE8)     
IF2G_METMA  (Q8PZA0)     
IF2G_METMP  (Q6LXY6)     
IF2G_METTH  (O26361)     
IF2G_METVS  (A6UPK8)     
IF2G_NATPD  (Q3IMM5)     
IF2G_PYRAB  (Q9V1G0)     
IF2G_PYRFU  (Q8U082)     
IF2G_PYRHO  (O59410)     
IF2G_SACS2  (Q980A5)     
IF2G_SULTO  (Q975N8)     
IF2G_THEAC  (Q9HLA7)     
IF2G_THEKO  (Q5JDL3)     
IF2G_THEON  (B6YW69)     
IF2G_THEVO  (Q978W8)     


=============
eIF2B-archeal
=============

EI2BL_PYRAB (Q9UYB6)     
EI2BL_PYRFU (Q8U3J1)     
EI2BL_PYRHO (O58185)     


==============
eIF2C (eIF-2C)
==============

AGO2_BOVIN  (Q6QME8)     
AGO3_BOVIN  (Q6T5B7)     
AGO3_CHICK  (Q5ZLG4)     
AGO4_CHICK  (Q5ZMW0)     
AGO3_DANRE  (A3KPK0)     
AGO1_HUMAN  (Q9UL18)     
AGO2_HUMAN  (Q9UKV8)     
AGO3_HUMAN  (Q9H9G7)     
AGO4_HUMAN  (Q9HCK5)     
AGO1_MOUSE  (Q8CJG1)     
AGO2_MOUSE  (Q8CJG0)     
AGO3_MOUSE  (Q8CJF9)     
AGO4_MOUSE  (Q8CJF8)     
AGO2_RABIT  (O77503)     
AGO2_RAT    (Q9QZ81)     
AGO2_XENLA  (Q6DCX2)     
AGO4_XENLA  (Q4KLV6)     
AGO2_XENTR  (Q6DJB9)     


==============
eIF3 subunit 1
==============

EIF3J_AEDAE (Q16MK2)     
EIF3J_ANOGA (Q7Q566)     
EIF3J_ASPCL (A1CE66)     
EIF3J_ASPFC (B0Y762)     
EIF3J_ASPFU (Q4WND3)     
EIF3J_ASPNC (A2RBC7)     
EIF3J_ASPOR (Q2UMC5)     
EIF3J_ASPTN (Q0CTT3)     
EIF3J_BOMMO (Q0ZB73)     
EIF3J_BOVIN (Q0VCU8)     
EIF3J_CANAL (Q5ACM9)     
EIF3J_CANGA (Q6FY89)     
EIF3J_CHICK (Q5ZKA4)     
EIF3J_CULQU (B0WCZ5)     
EIF3J_DEBHA (Q6BJ82)     
EIF3J_DICDI (Q54KI0)     
EIF3J_DROAN (B3MF39)     
EIF3J_DROER (Q8I1G8)     
EIF3J_DROGR (B4J4E7)     
EIF3J_DROME (Q7K550)     
EIF3J_DROMO (B4KTH6)     
EIF3J_DROPE (B4GIF2)     
EIF3J_DROPS (Q8I1E5)     
EIF3J_DROSE (B4IMQ8)     
EIF3J_DROSI (B4QHU5)     
EIF3J_DROVI (B4LN42)     
EIF3J_DROWI (B4MP81)     
EIF3J_DROYA (B4NX24)     
EIF3J_EMENI (Q5B136)     
EIF3J_EREGS (Q75BP2)     
EIF3J_HUMAN (O75822)     
EIF3J_KLULA (Q6CMJ8)     
EIF3J_LODEL (A5E6K6)     
EIF3J_NEMVE (A7RSH7)     
EIF3J_NEOFI (A1DM75)     
EIF3J_NEUCR (Q7S931)     
EIF3J_PICGU (A5DI69)     
EIF3J_PONAB (Q5R8D1)     
EIF3J_PYRO7 (A4QTA3)     
EIF3J_RAT   (A0JPM9)     
EIF3J_SCHPO (P87128)     
EIF3J_VANPO (A7TQ21)     
EIF3J_XENLA (Q6INR1)     
EIF3J_XENTR (Q5I0B5)     
EIF3J_YARLI (Q6BZW8)     
EIF3J_YEAST (Q05775)     


==============
eIF3 subunit 2
==============

EIF3I_AEDAE (Q16K15)     
EIF3I_ANOGA (Q7PP77)     
EIF3I_ARATH (Q38884)     
EIF3I_ASPCL (A1CJY4)     
EIF3I_ASPFC (B0XYC8)     
EIF3I_ASPFU (Q4WX90)     
EIF3I_ASPNC (A2QEV8)     
EIF3I_ASPOR (Q2UQ34)     
EIF3I_ASPTN (Q0CXH9)     
EIF3I_BOMMO (Q1HPW4)     
EIF3I_BOTFB (A6RUL1)     
EIF3I_BOVIN (Q5E966)     
EIF3I_BRUMA (A8QBF3)     
EIF3I_CAEBR (A8WVX8)     
EIF3I_CAEEL (Q965S8)     
EIF3I_CANAL (Q5AI86)     
EIF3I_CANGA (Q6FL15)     
EIF3I_CHAGB (Q2GTM8)     
EIF3I_COCIM (Q1DPU4)     
EIF3I_CRYNB (P0CS33)     
EIF3I_CRYNJ (P0CS32)     
EIF3I_CULQU (B0XFT7)     
EIF3I_DANRE (Q7ZV55)     
EIF3I_DEBHA (Q6BSL7)     
EIF3I_DICDI (Q54MT0)     
EIF3I_DROAN (B3MVL6)     
EIF3I_DROER (B3N4C7)     
EIF3I_DROGR (B4JB43)     
EIF3I_DROME (O02195)     
EIF3I_DROMO (B4KGX9)     
EIF3I_DROPE (B4GSH1)     
EIF3I_DROPS (Q29L19)     
EIF3I_DROSE (B4I195)     
EIF3I_DROSI (B4Q354)     
EIF3I_DROVI (B4LUA5)     
EIF3I_DROWI (B4N0L0)     
EIF3I_DROYA (B4NW98)     
EIF3I_EMENI (Q5B8Y3)     
EIF3I_EREGS (Q759L2)     
EIF3I_HUMAN (Q13347)     
EIF3I_KLULA (Q6CKX3)     
EIF3I_LODEL (A5DVY3)     
EIF3I_MOUSE (Q9QZD9)     
EIF3I_NEMVE (A7RM20)     
EIF3I_NEOFI (A1D7I5)     
EIF3I_NEUCR (Q7RXH4)     
EIF3I_PHANO (Q0V320)     
EIF3I_PICGU (A5DGL8)     
EIF3I_PICST (A3LX18)     
EIF3I_PONAB (Q5R7R2)     
EIF3I_PUCGT (E3LB80)     
EIF3I_PYRO7 (A4RDD7)     
EIF3I_RABIT (Q5IH81)     
EIF3I_RAT   (B0BNA7)     
EIF3I_SCHPO (P79083)     
EIF3I_SCLS1 (A7EF03)     
EIF3I_TAEGU (B5FZ19)     
EIF3I_USTMA (Q4P6E2)     
EIF3I_VANPO (A7TH19)     
EIF3I_XENLA (Q66J51)     
EIF3I_XENTR (Q5EBE8)     
EIF3I_YARLI (Q6CI08)     
EIF3I_YEAS7 (A6ZMK5)     
EIF3I_YEAST (P40217)     


==============
eIF3 subunit 3
==============

EIF3H_AEDAE (Q170C2)     
EIF3H_ANOGA (Q7PVR3)     
EIF3H_ARATH (Q9C5Z2)     
EIF3H_ASPCL (A1CQB4)     
EIF3H_ASPFC (B0XQB9)     
EIF3H_ASPFU (Q4WTA6)     
EIF3H_ASPNC (A2QQA2)     
EIF3H_ASPOR (Q2U2J1)     
EIF3H_ASPTN (Q0D1J4)     
EIF3H_BOMMO (Q9GV27)     
EIF3H_BOTFB (A6RQZ9)     
EIF3H_BOVIN (Q56JZ5)     
EIF3H_BRUMA (A8QCY3)     
EIF3H_CAEBR (A8WVY9)     
EIF3H_CAEEL (O01974)     
EIF3H_CHAGB (Q2GZK0)     
EIF3H_CHICK (Q5ZLE6)     
EIF3H_COCIM (Q1DHB6)     
EIF3H_CULQU (B0WDA9)     
EIF3H_DICDI (Q54UD0)     
EIF3H_DROAN (B3MP94)     
EIF3H_DROER (B3N4F1)     
EIF3H_DROGR (B4JAS7)     
EIF3H_DROME (Q9U9Q4)     
EIF3H_DROMO (B4KGS4)     
EIF3H_DROPS (B5DJJ2)     
EIF3H_DROSE (B4I1C2)     
EIF3H_DROVI (B4LTW0)     
EIF3H_DROWI (B4N116)     
EIF3H_DROYA (B4P3T9)     
EIF3H_EMENI (Q5BDW0)     
EIF3H_HUMAN (O15372)     
EIF3H_MONBE (A9V3P1)     
EIF3H_MOUSE (Q91WK2)     
EIF3H_NEMVE (A7SA47)     
EIF3H_NEOFI (A1D379)     
EIF3H_NEUCR (Q7S9Y9)     
EIF3H_PHANO (Q0UMR2)     
EIF3H_PYRO7 (A4QT78)     
EIF3H_RAT   (Q6P9U8)     
EIF3H_SALSA (B5RI54)     
EIF3H_SCHPO (Q9UT48)     
EIF3H_SCLS1 (A7E7B3)     
EIF3H_TAEGU (B5FY35)     
EIF3H_USTMA (Q4PI64)     
EIF3H_XENLA (Q5PPY6)     
EIF3H_XENTR (Q6P381)     
EIF3H_YARLI (Q6C1I3)     


==============
eIF3 subunit 4
==============

EIF3G_AEDAE (Q1HQN4)     
EIF3G_ANOGA (Q7QJV0)     
EIF3G_ASPCL (A1C646)     
EIF3G_ASPFC (B0XS28)     
EIF3G_ASPFU (Q4X1I3)     
EIF3G_ASPNC (A2R7Z2)     
EIF3G_ASPOR (Q2U002)     
EIF3G_ASPTN (Q0CPF9)     
EIF3G_BOMMO (Q1HE00)     
EIF3G_BOTFB (A6SGN8)     
EIF3G_BOVIN (Q3ZC12)     
EIF3G_BRUMA (A8NS61)     
EIF3G_CAEBR (A8WLV5)     
EIF3G_CAEEL (Q19706)     
EIF3G_CANAL (Q59ZV5)     
EIF3G_CANGA (Q6FRZ6)     
EIF3G_CHAGB (Q2H0U6)     
EIF3G_COCIM (Q1DPD9)     
EIF3G_CRYNB (P0CN53)     
EIF3G_CRYNJ (P0CN52)     
EIF3G_CULQU (B0VZS1)     
EIF3G_DANRE (Q6DRC4)     
EIF3G_DEBHA (Q6BT10)     
EIF3G_DICDI (Q54WM4)     
EIF3G_EMENI (C8V330)     
EIF3G_EREGS (Q759T4)     
EIF3G_HUMAN (O75821)     
EIF3G_KLULA (Q6CWX1)     
EIF3G_LODEL (A5E1Z4)     
EIF3G_MOUSE (Q9Z1D1)     
EIF3G_NEMVE (A7SKE9)     
EIF3G_NEOFI (A1DGS2)     
EIF3G_NEUCR (Q6MFP4)     
EIF3G_PHANO (Q0U6E7)     
EIF3G_PICGU (A5DNX9)     
EIF3G_PICST (A3GGU2)     
EIF3G_PYRO7 (A4RHN3)     
EIF3G_RAT   (Q5RK09)     
EIF3G_SCHPO (P78795)     
EIF3G_SCLS1 (A7EWN6)     
EIF3G_USTMA (Q4P7G1)     
EIF3G_VANPO (A7TFW4)     
EI3GA_XENLA (Q6DJI8)     
EI3GB_XENLA (Q641B2)     
EIF3G_XENTR (Q28CY2)     
EIF3G_YARLI (Q6C747)     
EIF3G_YEAS7 (A6ZZ25)     
EIF3G_YEAST (Q04067)     


==============
eIF3 subunit 5
==============

EIF3F_AEDAE (Q1HR47)     
EIF3F_ANOGA (Q7QD36)     
EIF3F_ARATH (O04202)     
EIF3F_ASPCL (A1CQH7)     
EIF3F_ASPFC (B0XQ55)     
EIF3F_ASPFU (Q4WTH0)     
EIF3F_ASPNC (A2QQ10)     
EIF3F_ASPOR (Q2UPM0)     
EIF3F_ASPTN (Q0CCM5)     
EIF3F_BOMMO (A3QVV1)     
EIF3F_CAEEL (Q18967)     
EIF3F_CHAGB (Q2HGJ2)     
EIF3F_COCIM (Q1DRC9)     
EIF3F_CRYNB (P0CO85)     
EIF3F_CRYNJ (P0CO84)     
EIF3F_CULQU (B0X2G0)     
EIF3F_DICDI (Q54C49)     
EIF3F_HUMAN (O00303)     
